Active (0/1);Name*;Categories (x,y,z...);Price tax included;Tax rule ID;Quantity;Description
1;Komoda TEMPRA 2 2D5S T2KK45-D30F;nowoczesny;469,;1;50;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Kolekcja TEMPRA 2</strong> to doskonałe dopełnienie dla nowoczesnych wnętrz salonu, gabinetu oraz pokoju młodzieżowego.<br><br>Cechuje ją również duża funkcjonalność. Większość brył ma zamkniętą budowę, pełną półek, które umożliwiają dobrą organizację dla ubrań, dokumentów oraz potrzebnych drobiazgów - przez to doskonale nadają się do wnętrz kameralnych oraz przestrzeni związanej z pracą.<br><br>Doskonałym przykładem wykorzystania tej przestrzeni jest model komody wyposażony w <em class=""oblique""><strong>2 drzwi oraz 5 szuflad</strong></em>, w całości wykonany z płyty meblowej i wykończony folią.<br><br>Jasna kolorystyka w tonacji <em class=""oblique""><strong>dębu sonoma</strong></em> wprowadza do pomieszczenia naturalny charakter oraz świetnie komponuje się ze skandynawskimi kompozycjami z zakresu wystroju wnętrza.<br><br>Poszczególne bryły kolekcji <strong>TEMPRA 2</strong> można zestawiać z wnętrzami w odcieniach bieli, szarości, a także uzupełnić o ozdoby i dodatki w bardziej intensywnej kolorystyce.</div><div align=""justify""><br><br><h2>WNĘTRZE i WYKOŃCZENIE</h2>Komoda <strong>TEMPRA 2</strong> posiada zamykane szafki z półkami oraz szuflady umiejscowione w centralnej części bryły. Została wykonana z płyty meblowej, pokrytej folią. </div><div align=""justify""><br></div><div align=""justify"">Całość jest utrzymana w jasnej tonacji kolorystycznej <em class=""oblique""><strong>dąb sonoma</strong></em>. Uchwyty zostały wykonane z tworzywa. Są niewielkie i ładnie uzupełniają front mebla.</div><p><br></p></div>"
1;Komoda TEMPRA 2 2D T2KK60-D30F;nowoczesny;259,;1;61;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify"">Kolekcja<strong> TEMPRA 2</strong> to doskonałe dopełnienie dla nowoczesnych wnętrz salonu, gabinetu oraz pokoju młodzieżowego.<br><br>Cechuje ją również duża funkcjonalność. Większość brył ma zamkniętą budowę, pełną półek, które umożliwiają dobrą organizację dla ubrań, dokumentów oraz potrzebnych drobiazgów - przez to doskonale nadają się do wnętrz kameralnych oraz przestrzeni związanej z pracą.<br><br>Doskonałym przykładem wykorzystania tej przestrzeni jest model komody wyposażony w <em class=""oblique""><strong>2 drzwi</strong></em>, w całości wykonany z płyty meblowej i wykończony folią.<br><br>Jasna kolorystyka w tonacji <em class=""oblique""><strong>dębu sonoma</strong></em> wprowadza do pomieszczenia naturalny charakter oraz świetnie komponuje się ze skandynawskimi kompozycjami z zakresu wystroju wnętrza.<br><br>Poszczególne bryły kolekcji <strong>TEMPRA 2</strong> można zestawiać z wnętrzami w odcieniach bieli, szarości, a także uzupełnić o ozdoby i dodatki w bardziej intensywnej kolorystyce.<br><br><h2>WNĘTRZE i WYKOŃCZENIE</h2>Komoda <strong>TEMPRA 2</strong> posiada zamykane szafki z półkami. Została wykonana z płyty meblowej, pokrytej folią. Całość jest utrzymana w jasnej tonacji kolorystycznej <em class=""oblique""><strong>dąb sonoma</strong></em>. </div><div align=""justify""><br></div><div align=""justify"">Uchwyty zostały wykonane z tworzywa. Są niewielkie i ładnie uzupełniają front mebla.</div><p><br></p></div>"
1;Komoda QUEBEC 1;nowoczesny;440,10;1;64;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Biała komoda QUEBEC</strong> to mebel w najbardziej uniwersalnym kolorze, dzięki któremu łatwo dopasujesz ją na wielu arażancji.</div><div align=""justify""><br></div><div align=""justify"">Biel będzie niezastąpiona wszędzie tam gdzie w pomieszczeniu jest niewiele światła, rozjaśniając optycznie pomieszczenie. '</div><div align=""justify""><br></div><div align=""justify"">Komoda znajdzie swoje zastosowanie w przedpokoju, salonie, jadalni lub sypialni. Proste uchwyty w srebrnym kolorze doskonale pasują do bryły mebla. </div><div align=""justify""><br><br><h2>WNĘTRZE</h2>Wnętrze dwudrzwiowej komody zostało wyposażone w <strong>6 wnęk</strong> dla łatwiejszego rozmieszczenia rzeczy. </div><div align=""justify""><br></div><div align=""justify""><br><h2>WYKOŃCZENIE</h2>Korpus mebla jest wykonany z płyty meblowej pokrytej laminatem, front mebla jest wykonany z płyty MDF pokrytej folią PCV. </div></div>"
1;Szafka HAVANNA 2D;nowoczesny;779,;1;82;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><p style=""text-align: justify;"">Prostopadłościenna, pozbawiona ozdób, bryła <strong>szafki HAVANNA</strong> to doskonała propozycja umeblowania do wnętrz współczesnych, podążających za aktualnymi trendami wzornictwa. </p><p style=""text-align: justify;"">Nie jest dziełem przypadku, że mebel spodoba również miłośnikom stylu vintage, gdyż projektanci mebli czerpią inspirację z modernizmu, kierunku w sztuce, który, choć powstał na początku ubiegłego wieku jest wciąż aktualny, ponieważ stawia przede wszystkim na nieprzesadnie zapełnioną przestrzeń oraz funkcjonalną stronę umeblowania. W dzisiejszych czasach, kiedy często jedno pomieszczenie pełni wiele ról w mieszkaniu, są to cechy bardzo istotne. </p><p style=""text-align: justify;""><br></p><h2 style=""text-align: justify;"">WNĘTRZE</h2><p style=""text-align: justify;"">Szafka podzielona jest na dwie części, przedzielone półkami. </p><p style=""text-align: justify;""><br></p><h2 style=""text-align: justify;"">WYKOŃCZENIE</h2><p style=""text-align: justify;"">Szafkę pokryto folią w dekorze postarzany dąb, z którym kontrastuje czerń prostych uchwytów. Dzięki temu niby nieznaczącemu akcentowi, mebel nabiera charakteru.</p></div>"
1;Komoda z szufladami MI PIACE;nowoczesny;873,08;1;16;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify"">Nowoczesne wzornictwo oraz ciekawe połączenie kolorystyczne komody <strong>MI PIACE </strong>sprawia, że mebel nie wychodzi z mody. </div><div align=""justify""><br></div><div align=""justify"">Sprawdzi się zarówno we współczesnej sypialni, jak i stonowanym pokoju młodzieżowym. Połączenie białych frontów z korpusami w kolorze betonu tworzą ciekawe zestawienie, dające duże możliwości aranżacyjne. Podłużne uchwyty dopełniają całość oraz świetnie łączą się z prostym designem bryły. </div><div align=""justify""><br></div><div align=""justify"">Komponenty użyte do wykonania płyty meblowej komody<strong> MI PIACE</strong> są ekologiczne - powstały w procesie recyclingu.</div><p><br></p><h2>WNĘTRZE</h2><div align=""justify"">Wewnątrz znajduję się trzy szuflady, które pomogą w rozmieszczeniu rzeczy.</div><p><br></p><h2>WYKOŃCZENIE</h2><div align=""justify"">Linearne uchwyty podkreślają nowoczesny charakter bryły. Dodatkowym atutem jest wykończenie na wysoki połysk poliestrowym lakierem, który nakładany w procesie suszenia z zastosowaniem promieni UV zwiększa trwałość mebla.</div></div>"
1;Komoda TES TS2;nowoczesny;1349,10;1;20;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div class=""m-article""><div class=""m-article_header""><div class=""m-article_title s-pageTitle g-pb20""><h2>KOMODA TES</h2></div></div></div><p style=""text-align:justify;""><br></p><p style=""text-align:justify;"">Komoda TES pozwoli uzyskać oryginalne oraz dobrze zaaranżowane wnętrze. Korpus i front w kolorze orzecha ociepli wnętrze. W połączeniu z ryflowaną wstawką na tle kontrastowego czarnego szkła prezentuje się bardzo nowocześnie. Proste linie podkreślają geometryczne kształty mebla. Tes nawiązuje do natury, oferując jednocześnie funkcjonalne rozwiązania, takie jak system push zastępujący tradycyjne uchwyty czy regulowane stopki.</p><p style=""text-align:justify;""><br></p><div class=""m-article""><div class=""m-article_header""><div class=""m-article_title s-pageTitle g-pb20""><h2>WNĘTRZE</h2></div></div></div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">To uniwersalny mebel, który pomoże Ci przechować wszystkie niezbędne przedmioty i uporządkować przestrzeń.</div><p><br></p><div class=""m-article""><div class=""m-article_header""><div class=""m-article_title s-pageTitle g-pb20""><h2>WYKOŃCZENIE</h2></div></div></div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Korpus mebla wykonany został z płyty laminowanej, łatwiejszej w utrzymaniu czystości, fronty mebla wykonane zostały z płyty MDF.</div></div>"
1;Komoda TORINO;prowansalski;737,10;1;74;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><p><strong>Komoda TORINO </strong>przyda się jako miejsce do przechowywania w eleganckiej przestrzeni sypialni, pokoju dziennego, jadalni lub przedpokoju.</p><p>Ułożysz w niej ubrania, dokumenty, tekstylia domowe lub inne niezbędne akcesoria.</p><p>Blat wykorzystaj jako miejsce na stylowe dodatki, które podkreślą charakter Twojego wnętrza.</p><p><br></p><p><br></p><h2><strong>WNĘTRZE</strong></h2><ul><li class=""ui-draggable""><strong>4 zamykane wnęki</strong> stanowią doskonałe miejsce do przechowywania rzeczy, których nie chcesz eksponować.</li><li class=""ui-draggable""><strong>Szuflady</strong> pomogą łatwiej zorganizować potrzebne przedmioty.</li><li class=""ui-draggable"">Maksymalne obciążenie półki wynosi <strong>20 kg</strong>.</li></ul><p><br></p><h2><strong>ARANŻACJA</strong></h2><ul><li class=""ui-draggable"">Kolekcja TORINO z frezowanymi frontami to alternatywa dla wszechobecnego minimalizmu. Kolekcja łączy w sobie klasyczne oraz angielskie inspiracje i starannie wypełni przestrzeń salonu, pokoju dziennego lub jadalni.</li><li class=""ui-draggable"">Dzięki ciekawym frezowaniom na frontach meble TORINO uatrakcyjnią Twoją przestrzeń. Bryły wykończone w jasnym <strong>kolorze sosny andersen</strong> ożywią pomieszczenie i optycznie je powiększą.</li></ul><p><br></p><h2><strong>WYKOŃCZENIE</strong></h2><ul><li class=""ui-draggable"">Korpus mebla jest wykonany z płyty meblowej i wykończony <strong>laminatem w kolorze sosny andersen</strong>.</li><li class=""ui-draggable"">Uchwyty wyróżniają się minimalistyczną stylistyką i ładnie podkreślają charakter mebla.</li><li class=""ui-draggable"">Komoda TORINO <strong>rozjaśni pomieszczenie</strong> i wprowadzi do niego elegancki klimat.</li></ul></div></div>"
1;Komoda GRAY gr3;nowoczesny;1129,;1;59;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Komoda dwudrzwiowa z serii Gray jest idealnym rozwiązaniem dla osób ceniących sobie elegancję i oryginalność. To uniwersalny mebel złożony z szuflad i półek, który dopasujesz do każdego wnętrza, bez względu na jego charakter. Nowoczesna kolorystyka, w której połączono biel i grafit będzie pasować również do pokoju młodzieżowego.</div></div>"
1;Komoda SNOW SNWK22;nowoczesny;799,20;1;69;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Komoda <strong>SNOW </strong>w białym kolorze idealnie wpisze się w każde wnętrze. Prosty kształt mebla został otoczony pogrubioną ramą, a fronty ozdobione poziomymi frezowaniami. Biel świetnie komponuje się ze wszystkimi kolorami, co daje nieskończone możliwości w tworzeniu własnych aranżacji. Srebrne uchwyty i nóżki idealnie komponują się z białą stylistyką mebla, podkreślając jego nowoczesny charakter.</div><p><br></p><p><br></p></div>"
1;Duża komoda do pokoju młodzieżowego KUBO;nowoczesny;728,10;1;51;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><p>W pokoju Twojego nastoletniego dziecka zawsze dużo się dzieje, więc szukasz mebli do zadań specjalnych, które pomogą w organizacji przestrzeni?<br><br>A może <strong>kolekcja mebli KUBO?</strong><br><br><strong>Duża komoda z wnęką KUBO</strong> to mebel, na którym Twoje dziecko poustawia rzeczy, którymi chce się pochwalić. Wymiary wnęki: 43 x 35,5 x17,5.<br><br>Za drzwiami schowa to, co chce ukryć, a w praktycznych szufladach poukłada na przykład ubrania.<br><br></p><div align=""justify""><h2>DWA KOLORY<br><br></h2><ul><li class=""ui-draggable"">Ciepła kolorystyka boków i wnęk otwartych sprawia, że <strong>meble z kolekcji KUBO </strong>dodadzą przytulności pomieszczeniu.</li><li class=""ui-draggable"">Białe, błyszczące fronty dodatkowo odbijają najwięcej promieni słonecznych, dlatego rozjaśnią i optycznie powiększą przestrzeń młodzieżowego pokoju.</li></ul><br><h2>MEBLE DLA NASTOLATKA</h2><br><ul><li class=""ui-draggable"">W pokoju nastolatka nie trudno o chaos, dlatego najlepiej sprawdzą się w nim meble ułatwiające przechowywanie i ukrywanie swoich małych skarbów.</li><li class=""ui-draggable"">Meble z serii KUBO to kolekcja brył, gdzie możecie posegregować i schować zarówno podręczniki, jak i zabawki i kolekcję ulubionych przedmiotów.</li></ul></div></div>"
1;Komoda z szufladami do salonu NOTINA;nowoczesny;2483,08;1;53;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><br><br>NOTINA to<strong> komoda z szufladami</strong>, która odmieni wnętrze Twojego salonu. Ciepła barwa <strong>sękatego dębu</strong> sprawi, że poczujesz się przy niej niezwykle komfortowo.<br><br>Skradnie uwagę w każdym <strong>loftowym</strong> salonie, może stanowić także wyrazisty akcent na tle surowej cegły w <strong>przedpokoju</strong> lub <strong>sypialni</strong>.<br><br>Komoda w widocznych miejscach wykończona jest <strong>naturalną okleiną</strong>.<br><br>Fronty z <strong>litego drewna</strong> posiadają wyraźnie zarysowane sęki, podkreślające i<strong>ndustrialny</strong> charakter mebla.<br><br>NOTINA odnajdzie się doskonale jako element wyposażenia <strong>domu typu stodoła</strong>.<br><br>Zestawiając ją razem z emaliowanymi naczyniami, <strong>retro</strong> lampami, stworzysz niepowtarzalny nastrój. Światło świec wydobędzie jej naturalne piękno.<br><br>Komoda NOTINA pasować będzie również do <strong>wnętrz nowoczesnych</strong>, umożliwia to prosta bryła i <strong>matowe</strong>, <strong>czarne</strong>, <strong>metalowe</strong> <strong>płozy</strong> oraz <strong>uchwyty</strong>.</div><div align=""justify""><br>Wystarczy zmienić dodatki.<br><br><h2>WNĘTRZE</h2><br><ul><li class=""ui-draggable"">1 niska i 2 wyższe<strong> szuflady</strong>, to doskonałe miejsce na stylowy koc w szkocką kratę lub kubek na ciepłą herbatę, które wyciągniesz w deszczowy wieczór;</li></ul><br><ul><li class=""ui-draggable"">Komoda NOTINA posiada 4 wnęki z półkami, które wytrzymają obciążenie <strong>10 kg</strong>, twoja kolekcja ozdobnej ceramiki będzie bezpieczna;</li></ul><br><ul><li class=""ui-draggable"">Wnętrze komody oraz szuflad i półki wykonane z <strong>płyty meblowej</strong> wykończonej<strong> folią</strong>, ułatwia utrzymanie czystości;</li></ul><br><ul><li class=""ui-draggable""><strong>Prowadnica metalowa</strong> oraz zawiasy puszkowe posiadają <strong>cichy domyk</strong>, bez nich <strong>lite fronty</strong> mogłyby narobić niezłego hałasu;</li></ul><br><ul><li class=""ui-draggable""><strong>Możliwość regulacji</strong> wysokości półek – sam decydujesz o aranżacji przestrzeni wewnątrz komody.</li></ul></div><p><br></p><p><br></p><h2>WYKOŃCZENIE</h2><p><br></p><ul><li class=""ui-draggable"">Matowe, <strong>olejowane fronty</strong> z <strong>litego drewna</strong> dębowego posiadają wyrazisty rysunek słojów, który podkreśla surowy wygląd mebla;</li></ul><p><br></p><ul><li class=""ui-draggable"">Komoda posiada geometryczny, przyjemny dla oka podział frontów, powtarzający się w meblach z tej samej kolekcji;</li></ul><p><br></p><ul><li class=""ui-draggable""><strong>Czarne matowe płozy</strong> po obu stronach komody sprawiają, że możesz wykorzystać więcej elementów w tym kolorze we wnętrzu;</li></ul><p><br></p><ul><li class=""ui-draggable"">Atutem są dodatkowe nóżki wspierające stabilność mebla;</li></ul><p><br></p><ul><li class=""ui-draggable"">Drzwiczki komody posiadają wzmocnienie łączonych frontów;</li></ul><p><br></p><ul><li class=""ui-draggable"">Jej szerokość, sprawi, że możesz umieścić nad nią szerokie lustro zarówno 160, jak i 150 cm;</li></ul></div>"
1;Komoda TEMUZZA 2D2S;nowoczesny;299,;1;9;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><p><strong>Biała komoda TEMUZZA</strong> wpasuje się w jasne wnętrza o nowoczesnym charakterze.</p><p>Kompaktowe wymiary komody sprawiają, że to idealny mebel uzupełniający w domu, w którym gromadzi się wiele akcesoriów.</p><p><br></p><p>Idealnie nada się do przechowywania zapasowej pościeli i ubrań, ale także butów, akcesoriów łazienkowych, dokumentów.</p><p><strong>Uchwyty w srebrnym kolorze</strong> odznaczają się prostą, minimalistyczną stylistyką.</p><p><br></p><h2><strong>WNĘTRZE</strong></h2><ul><li class=""ui-draggable"">Wnętrze komody dzieli się na <strong>3 wnęki</strong> oraz <strong>2 szuflady.</strong></li><li class=""ui-draggable"">Rozmiary wnęk można dopasować do własnych potrzeb, umieszczając półkę na pożądanej wysokości.</li></ul></div></div>"
1;Szafka RTV MORIS 2S/150 z oświetleniem;nowoczesny;638,10;1;84;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Szafka RTV MORIS</strong> w kolorystyce <em class=""oblique""><strong>dąb artisan</strong></em> jest idealną propozycją dla pokoju dziennego, w którym główną rolę odgrywa naturalność. Można zestawić z meblami w stylu nowoczesnym oraz skandynawskim.<br><br>Kolorystyka dębu wzbogaca przestrzeń i wspaniale prezentuje się we wnętrzach lubiących światło. Proste, oszczędne wzornictwo brył kolekcji <strong>MORIS</strong> pozwala na dużą dowolność pod kątem indywidualnych rozwiązań przy wyborze wystroju wnętrza.<br><br><h2>WNĘTRZE</h2>Szafka <strong>RTV MORIS</strong> posiada dwie szuflady oraz półki otwarte umieszczone w centralnej części mebla - w sam raz na kolekcje filmów, dokumenty, gazety lub przydatne przedmioty osobiste.</div><div align=""justify"">Wymiary wnęki dolnej: szerokość 42,5 cm, głębokość 47 cm, wysokość 14,5 cm<br>Wymiary wnęki górnej: szerokość 42,5 cm, głębokość 47 cm, wysokość 14 cm (28 cm licząc bez listwy)<br><br><h2>WYKOŃCZENIE</h2>Szafka <strong>RTV MORIS</strong> posiada również oświetlenie <strong>LED</strong> umieszczone przy ozdobnej części mebla pomiędzy blatem a szufladami.<br><br>Uchwyty zostały <em class=""oblique""><strong>wykończone czarnym kolorem</strong></em>, który w przyjemny sposób kontrastuje z jasnymi frontami.</div></div>"
1;Komoda KOBE 2D3S;nowoczesny;1084,68;1;85;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><h2><br></h2><div align=""justify"">Komoda z nowoczesnej kolekcji mebli Kobe. To oryginalny system w ciepłym odcieniu dębu o dość ciekawych frontach. </div><div align=""justify""><br></div><div align=""justify""><strong>Duża komoda </strong>znajdzie swoje miejsce w pokoju dziennym, jadalni lub przedpokoju.</div><div align=""justify""><br></div><div align=""justify"">Kobe to propozycja dla osób ceniących ciepłe i naturalne wnętrza, na pewno wniesie do aranżacji elegancję i niepowtarzalność.</div><div align=""justify""><br><br><h2>WNĘTRZE</h2></div><p>Komoda posiada<strong> 4 wnęki za drzwiami i 3 szuflady</strong>, w których łatwo uporządkujesz potrzebne przedmioty.</p><div align=""justify""><br></div><div align=""justify""><br><h2>WYKOŃCZENIE</h2><div align=""justify"">System Kobe to oryginalna, nowoczesna kolekcja, której fronty wykonane są z trwałego MDF.</div><div align=""justify""><br></div><div align=""justify"">Doskonale imituje strukturę drewna dzięki czemu dodaje ciepłego klimatu we wnętrzu. </div><div align=""justify""><br></div><div align=""justify"">Charakterystyczne są ciekawie wyfrezowane fronty oraz listwy ozdobne. Dodatkowo wszystkie bryły są bezuchwytowe.</div></div></div>"
1;Komoda PORTO 1D1S;nowoczesny;649,;1;15;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Komoda PORTO 1D1S </strong>wkomponuje się w niewielką przestrzeń, tworząc praktyczny kąt do przechowywania. </div><div align=""justify""><br></div><div align=""justify"">Głęboki odcień<strong> orzecha</strong><strong> columbia</strong> wprowadza do wnętrza klimat elegancji i luksusu. Cechą charakterystyczną kolekcji jest wstawka z <strong>czarnego szkła lacobel</strong>, która nadaje meblowi oryginalny styl. </div><div align=""justify""><br></div><div align=""justify"">Podfrezowane fronty zastępują tradycyjne uchwyty, co podnosi atrakcyjność kolekcji oraz usprawnia użytkowanie mebla. </div><div align=""justify""><br></div><div align=""justify"">Bryły wchodzące w skład kolekcji umożliwiają gustowne umeblowanie pokoju dziennego w nowoczesnym stylu. </div><div align=""justify""><br></div><div align=""justify"">Kolekcja dostępna jest wyłącznie w salonach Agata.</div><p><br></p><h2>WNĘTRZE</h2><div align=""justify"">Wnętrze składa się z szuflady oraz 2 wnęk w części zamkniętej.</div><p><br></p><h2>WYKOŃCZENIE</h2><div align=""justify"">Fronty wykonano z płyty MDF pokrytej folią PCV. Korpus mebla wykończono laminatem, który jest łatwy w utrzymaniu czystości, cechuje go również trwałość.</div></div>"
1;Komoda MAREY 2D4S;nowoczesny;1279,20;1;30;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Dwudrzwiowa komoda MAREY</strong> to połączenie interesującego koloru dębu szlachetnego oraz struktury imitującej fakturę drewna z popularną i uniwersalną bielą w połysku na frontowej części mebla. </div><div align=""justify""><br></div><div align=""justify"">Masywne ramki otaczające mebel tworzą ciekawy wzór. Komoda jest wyposażona w cztery szuflady z systemem samodomykającym i drzwi z zawiasami z systemem cichego domyku. </div><div align=""justify""><br></div><div align=""justify"">Komoda dzięki uniwersalnej budowie może być zastosowana nie tylko w przedpokoju, ale także w salonie czy jadalni. Duże uchwyty w srebrnym kolorze podkreślają kształt mebla.<br><br><h2>WNĘTRZE</h2>4 szuflady i 4 zamknięte wnęki pozwalają na łatwe rozmieszczenie rzeczy.<br><br><h2>WYKOŃCZENIE</h2><div align=""justify"">Kolorystyka mebla, która opiera się na połączeniu ciemnego drewna i bieli tworzy przyjemny dla oka kontrast, który doskonale sprawdza się przy wielu aranżacjach. </div><div align=""justify""><br></div><div align=""justify"">Całości dopełniają uchwyty w kolorze chrom. Komoda MAREY została wyposażona w zawiasy slide-on z hamulcem, który zapobiega szybkiemu zużyciu mebla w trakcie eksploatacji oraz prowadnice typu quadro.</div> </div></div>"
1;Komoda szeroka z szufladami i półkami HAVANNA;nowoczesny;1249,;1;59;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><p style=""text-align: justify;"">Sztuka modernizmu sięga początku XX wieku, lecz charakterystyczne dla niej wnętrzarskie rozwiązania są nadal jak najbardziej aktualne. Geometryczne bryły, proste kąty, minimalna ilość ozdób - cechy te występują również w nowoczesnym designie, wciąż zachwycają tych, którzy stawiają na przestrzeń i funkcjonalność. </p><p style=""text-align: justify;"">Surową formę mebla przełamuje nieco okleina imitująca dębowe drewno. </p><p style=""text-align: justify;"">Wnętrze urządzone w minimalistycznej stylistyce uzupełnij materiałami takimi jak szkło, metal czy naturalne drewno, a uzyskasz konsekwentną, ciekawą aranżację. </p><p style=""text-align: justify;"">Elegancja oparta na prostocie jest ponadczasowa, więc nie musisz martwić się, że za parę lat komodę będziesz mógł wyrzucić do lamusa.</p><p style=""text-align: justify;""><br></p><h2 style=""text-align: justify;"">WNĘTRZE</h2><p style=""text-align: justify;"">Szafka składa się z dwóch, ukrytych za drzwiczkami, wnęk- mniejszej i większej. Obie przedzielono półką, co pozwala optymalnie wykorzystać ich wnętrze. Pomiędzy szafkami znajdują się cztery szuflady, które ułatwią uporządkowanie drobnych rzeczy.</p><p style=""text-align: justify;""><br></p><h2 style=""text-align: justify;"">WYKOŃCZENIE</h2><p style=""text-align: justify;"">Komoda wykończona jest folią w dekorze postarzonego dębu z widocznymi słojami. Gładką powierzchnię mebla urozmaicają maksymalnie proste, czarne uchwyty, tworzące kontrast z odcieniem okleiny.</p></div>"
1;Komoda YOOP YPK-24;nowoczesny;674,10;1;7;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;""><strong>Komoda YOOP </strong>z kolekcji młodzieżowej w pięknej kolorystyce dębu sonoma, przełamanej wstawkami w dekorze antracytu świetnie wpisze się w aranżację pokoju nastolatka. </div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Uniwersalna kolorystyka sprawia, że pasuje niemal do każdego wnętrza. Ciepły odcień dębu rozjaśni pomieszczenie i sprawi, że będzie ono bardziej przytulne. </div><p><br></p></div>"
1;Komoda PORTO 2D2S;nowoczesny;969,;1;28;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><div align=""justify""><strong>Komoda PORTO 2D2S </strong>wkomponuje się w niewielką przestrzeń, tworząc praktyczny kąt do przechowywania. Możesz przechowywać w nim akcesoria biurowe oraz ksiażki i segregatory lub elementy zastawy stołowej i sztućce. </div><div align=""justify""><br></div><div align=""justify"">Głęboki odcień<strong> orzecha</strong><strong> columbia</strong> wprowadza do wnętrza klimat elegancji i luksusu. Cechą charakterystyczną kolekcji jest wstawka z <strong>czarnego szkła lacobel</strong>, która nadaje meblowi oryginalny styl. </div><div align=""justify""><br></div><div align=""justify"">Podfrezowane fronty zastępują tradycyjne uchwyty, co podnosi atrakcyjność kolekcji oraz usprawnia użytkowanie mebla. </div><div align=""justify""><br></div><div align=""justify"">Bryły wchodzące w skład kolekcji umożliwiają gustowne umeblowanie pokoju dziennego w nowoczesnym stylu. </div><div align=""justify""><br></div><div align=""justify"">Kolekcja dostępna jest wyłącznie w salonach Agata.</div><p><br></p><h2>WNĘTRZE</h2><div align=""justify"">Wnętrze składa się z 2 szuflad oraz 4 wnęk w części zamkniętej.</div><p><br></p><h2>WYKOŃCZENIE</h2><div align=""justify"">Fronty wykonano z płyty MDF pokrytej folią PCV. Korpus mebla wykończono laminatem, który jest łatwy w utrzymaniu czystości, cechuje go również trwałość.</div></div></div>"
1;Szafka RTV szeroka KOBE;nowoczesny;698,28;1;13;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><p><br></p><div align=""justify"">Szafka RTV z kolekcji nowoczesnych mebli Kobe. To oryginalny system w ciepłym odcieniu dębu o dość ciekawych frontach. </div><div align=""justify""><br></div><div align=""justify""><strong>Szafka RTV KOBE</strong> jest praktycznym segmentem, na którym postawisz telewizor, przechowasz sprzęt oraz drobiazgi typu piloty lub gry. </div><div align=""justify""><br></div><div align=""justify"">Kobe to propozycja dla osób ceniących ciepłe i naturalne wnętrza. Wniesie do aranżacji elegancję i niepowtarzalność.</div><div align=""justify""><br></div><p><br></p><h2>WNĘTRZE <br><br></h2><div align=""justify"">Szafkę wyposażono w<strong> 4 wnęki za drzwiami i szufladę</strong>. <strong>Otwarta wnęka</strong> to świetne miejsce na dekoder.</div><p><br></p><p><br></p><h2>WYKOŃCZENIE<br><br></h2><div align=""justify"">System Kobe to oryginalna, nowoczesna kolekcja, której fronty wykonane są z trwałego MDF. Doskonale imituje strukturę drewna dzięki czemu dodaje ciepłego klimatu we wnętrzu. Charakterystyczne są ciekawie wyfrezowane fronty oraz listwy ozdobne. Dodatkowo wszystkie bryły są bezuchwytowe.</div></div>"
