Active (0/1);Name*;Categories (x,y,z...);Price tax included;Tax rule ID;Quantity;Description
1;Szafka RTV ORENSE 1K;nowoczesny;509,;1;30;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><p>Dekoder, konsola, gry i książki pomieszczą się w dużej<strong> szafce</strong> <strong>RTV ORENSE.<br><br></strong></p><p><strong>Otwarte półki, regał</strong> <strong>i wnęka za drzwiami klapowymi</strong> umożliwiają łatwe rozmieszczenie przedmiotów.<br><br></p><p><strong>Szafka RTV z regałem </strong>to świetne uzupełnienie nowoczesnej aranżacji pokoju dziennego.<br><br></p><h2><strong>WNĘTRZE</strong></h2><ul><li class=""ui-draggable""><strong>Pod blatem</strong> znajduje się <strong>wnęka</strong>, w której możesz umieścić dekoder czy konsolę.</li><li class=""ui-draggable""><strong>Regał</strong> połączony z szafką to świetne miejsce na książki, płyty lub inne akcesoria.</li><li class=""ui-draggable"">We <strong>wnęce za drzwiami</strong> schowasz przedmioty, których nie chcesz eksponować.</li><li class=""ui-draggable""><strong>Szafkę możesz doposażyć w oświetlenie </strong>(za dopłatą), dzięki czemu kącik wypoczynkowy zaprezentuje się nowocześnie i elegancko<strong>.</strong></li><li class=""ui-draggable""><strong>Pasujące oświetlenie: Z-1SQR-AL-TR-BC-WN</strong></li></ul><br><br><h2><strong>WYKOŃCZENIE</strong></h2><ul><li class=""ui-draggable"">Szafka RTV jest wykonana z płyty meblowej i wykończona melaminą.</li><li class=""ui-draggable"">Połączenie czerni z kolorem drewna wprowadza do wnętrza <strong>nowoczesny i przytulny klimat</strong>.</li></ul></div></div>"
1;Szafka RTV biała QUEBEC;nowoczesny;512,10;1;70;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Biała szafka RTV QUEBEC</strong> to mebel w najbardziej uniwersalnym kolorze, dzięki czemu łatwo dopasujesz ją do wielu aranżacji. </div><div align=""justify""><br></div><div align=""justify"">Biel będzie niezastąpiona wszędzie tam gdzie w pomieszczeniu jest niewiele światła, rozjaśniając optycznie pomieszczenie. Szafka cechuje się szerokością 170 cm, dając możliwość ustawienia na niej nawet bardzo dużego telewizora. Proste uchwyty w srebrnym kolorze doskonale pasują do bryły mebla. </div><div align=""justify""><br><br><h2>WNĘTRZE</h2>Szafkę wyposażono w <strong>2 wnęki za drzwiami i 2 szuflady.</strong></div><div align=""justify""><br><br><h2>WYKOŃCZENIE</h2>Korpus mebla jest wykonany z płyty meblowej pokrytej laminatem, front mebla jest wykonany z płyty MDF pokrytej folią PCV. </div></div>"
1;Komoda 3 drzwiowa czarny mat MOLDE;nowoczesny;789,;1;85;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><p><span class=""hilitecolor"" style=""background-color:#ffcc00;""><span class=""hilitecolor"" style=""background-color:#ffcc00;""><br></span></span> Jest czarna, elegancka i poleca się do mieszkań urządzonych w minimalistycznym stylu.</p><p><br></p><p><strong>Komoda 3 drzwiowa czarny mat MOLDE</strong> to nowoczesny mebel, w którym czarny front koresponduje z wyraźnie zarysowanymi słojami, pokrytego laminatem w kolorze dębu Wotan, blatu.</p><p><br></p><div><ul><li class=""ui-draggable"">Mebel najlepiej sprawdzi się w sypialni albo pokoju dziennym.</li><li class=""ui-draggable"">Na każdej z półek schowanych w szafkach zmieścisz komplet porcelany albo codzienną zastawę stołową. szufladzie ułożysz wykrochmalone obrusy i serwety.</li></ul></div><div align=""justify""><h2>WNĘTRZE</h2><ul><li class=""ui-draggable"">W szufladzie możesz trzymać tekstylia.</li><li class=""ui-draggable"">Każda z półek schowanych w szafkach, udźwignie rzeczy o wadze do 5 kg.<br><br><h2>WYKONANIE</h2></li><li class=""ui-draggable"">Komoda 3 drzwiowa z kolekcji MOLDE została wykonana z 16 mm płyty meblowej.</li><li class=""ui-draggable"">Mebel pokryto laminatem w kolorze jasnego dębu Wotan.</li><li class=""ui-draggable"">Front komody oklejono folią PVC, w kolorze czarnego matu.</li><li class=""ui-draggable"">Uchwyty oraz nogi wykonano z tworzywa sztucznego.</li></ul></div></div>"
1;Komoda TEMPRA 2 2D2S T2KK50-D30F;nowoczesny;319,;1;31;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Kolekcja TEMPRA 2</strong> to doskonałe dopełnienie dla nowoczesnych wnętrz salonu, gabinetu oraz pokoju młodzieżowego.<br><br>Cechuje ją również duża funkcjonalność. Większość brył ma zamkniętą budowę, pełną półek, które umożliwiają dobrą organizację dla ubrań, dokumentów oraz potrzebnych drobiazgów - przez to doskonale nadają się do wnętrz kameralnych oraz przestrzeni związanej z pracą.<br><br>Doskonałym przykładem wykorzystania tej przestrzeni jest model komody wyposażony w <em class=""oblique""><strong>2 drzwi oraz 2 szuflady</strong></em>, w całości wykonany z płyty meblowej i wykończony folią.<br><br>Jasna kolorystyka w tonacji <em class=""oblique""><strong>dębu sonoma</strong></em> wprowadza do pomieszczenia naturalny charakter oraz świetnie komponuje się ze skandynawskimi kompozycjami z zakresu wystroju wnętrza.<br><br>Poszczególne bryły kolekcji <strong>TEMPRA 2</strong> można zestawiać z wnętrzami w odcieniach bieli, szarości, a także uzupełnić o ozdoby i dodatki w bardziej intensywnej kolorystyce.<br><br><h2>WNĘTRZE i WYKOŃCZENIE</h2>Komoda <strong>TEMPRA 2</strong> posiada zamykane szafki (mniejszą i większą) z półkami oraz 2 szuflady. Została wykonana z płyty meblowej, pokrytej folią. Całość jest utrzymana w jasnej tonacji kolorystycznej <em class=""oblique""><strong>dąb sonoma</strong></em>. </div><div align=""justify""><br></div><div align=""justify"">Uchwyty zostały wykonane z tworzywa. Są niewielkie i ładnie uzupełniają front mebla.</div><p><br></p></div>"
1;Komoda biała z szufladami i półkami SNOW;nowoczesny;1399,20;1;57;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Komoda <strong>SNOW </strong>w kolorze białym idealnie wpisze się w każde wnętrze. Prosty kształt mebla został otoczony pogrubioną ramą, a fronty ozdobione poziomymi frezowaniami. </div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Biel świetnie komponuje się ze wszystkimi kolorami, co daje nieskończone możliwości w tworzeniu własnych aranżacji. Srebrne uchwyty i nóżki idealnie komponują się z białą stylistyką mebla.</div><p><br></p></div>"
1;Komoda JULIETTA CRMK35L;nowoczesny;1106,10;1;30;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Praktyczna i nowoczesna komoda z kolekcji Julietta doda wnętrzu oryginalnego charakteru. Białe fronty zostały ujęte wyrazistą ramą w kolorze dębu sonoma, która nadaje meblowi solidny wygląd. </div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Ciekawym i nietypowym rozwiązaniem są otwarte półki, dzięki którym wyeksponujesz swoje ulubione dodatki. </div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Srebrne uchwyty i nóżki dopełniają całość, tworząc spójny styl.</div></div>"
1;Komoda TEMPRA 2 3D2S T2KK40-D30F;nowoczesny;379,;1;17;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify"">Kolekcja <strong>TEMPRA 2</strong> to doskonałe dopełnienie dla nowoczesnych wnętrz salonu, gabinetu oraz pokoju młodzieżowego.<br><br>Cechuje ją również duża funkcjonalność. Większość brył ma zamkniętą budowę, pełną półek, które umożliwiają dobrą organizację dla ubrań, dokumentów oraz potrzebnych drobiazgów - przez to doskonale nadają się do wnętrz kameralnych oraz przestrzeni związanej z pracą.<br><br>Doskonałym przykładem wykorzystania tej przestrzeni jest model komody wyposażony w <strong><em class=""oblique"">3 drzwi oraz 2 szuflady</em>,</strong> w całości wykonany z płyty meblowej i wykończony folią.<br><br>Jasna kolorystyka w tonacji <em class=""oblique""><strong>dębu sonoma</strong></em> wprowadza do pomieszczenia naturalny charakter oraz świetnie komponuje się ze skandynawskimi kompozycjami z zakresu wystroju wnętrza.<br><br>Poszczególne bryły kolekcji <strong>TEMPRA 2</strong> można zestawiać z wnętrzami w odcieniach bieli, szarości, a także uzupełnić o ozdoby i dodatki w bardziej intensywnej kolorystyce.<br><br><h2>WNĘTRZE i WYKOŃCZENIE</h2>Komoda <strong>TEMPRA 2</strong> posiada zamykane szafki z półkami oraz szuflady. Została wykonana z płyty meblowej, pokrytej folią. Całość jest utrzymana w jasnej tonacji kolorystycznej <em class=""oblique""><strong>dąb sonoma</strong></em>. </div><div align=""justify""><br></div><div align=""justify"">Uchwyty zostały wykonane z tworzywa. Są niewielkie i ładnie uzupełniają front mebla.</div><p><br></p></div>"
1;Szafka RTV OPENER OPNT141-C990;nowoczesny;755,10;1;2;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>RTV OPENER</strong> to mebel, który idealnie sprawdza się jako uzupełnienie dla kolekcji mebli w ciemnej oprawie kolorystycznej.<br><br>Nowoczesna, oszczędna linia oraz wzbogacona czarnymi elementami kolorystyka dębu kolonialnego nadaje wnętrzu elegancji. Świetnie łączy się z meblami tapicerowanymi naturalną skórą.<br><br>Pod względem funkcjonalnym bryła szafki <strong>OPENER</strong> ma charakter otwarty, można na niej ustawić oprócz sprzętu RTV także książki o różnym formacie, płyty winylowe i CD oraz wiele różnych drobiazgów przydatnych w codziennych zajęciach.<br><br><h2>WNĘTRZE</h2>Otwarta przestrzeń pod blatem wręcz zaprasza do eksperymentów aranżacyjnych. Pojedyncza szuflada jest idealnym schowkiem dla ulubionej książki, instrukcji obsługi sprzętu RTV oraz pilotów. Ciekawe rozwiązanie stanowią również cztery półki otwarte w centralnej części bryły.<br><br><h2>WYKOŃCZENIE</h2>Wysokie nóżki sprawiają, że wizualnie <strong>RTV OPENER</strong> wydaje się lżejsza. Szafka została wykonana z płyty meblowej wykończonej laminatem, środkowym elementom pokrytym folią, w postaci półek oraz pojedynczej szuflady zostało nadane ciepłe wybarwienie dębu kolonialnego.</div></div>"
1;Komoda biała z 6 szufladami szeroka SNOW;nowoczesny;1463,20;1;46;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Komoda <strong>SNOW </strong>w kolorze białym idealnie wpisze się w każde wnętrze. Prosty kształt mebla został otoczony pogrubioną ramą, a fronty ozdobione poziomymi frezowaniami. </div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Biel świetnie komponuje się ze wszystkimi kolorami, co daje nieskończone możliwości w tworzeniu własnych aranżacji. Srebrne uchwyty i nóżki idealnie komponują się z białą stylistyką mebla.</div><p><br></p></div>"
1;Szafka RTV loft OPENER;nowoczesny;809,10;1;59;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>RTV OPENER</strong> to mebel, który idealnie sprawdza się jako uzupełnienie dla kolekcji mebli w ciemnej oprawie kolorystycznej.<br><br>Nowoczesna, oszczędna linia oraz wzbogacona czarnymi elementami kolorystyka dębu kolonialnego nadaje wnętrzu elegancji. Świetnie łączy się z meblami tapicerowanymi naturalną skórą.<br><br>Pod względem funkcjonalnym bryła szafki <strong>OPENER</strong> ma charakter otwarty, można na niej ustawić oprócz sprzętu RTV także książki o różnym formacie, płyty winylowe i CD oraz wiele różnych drobiazgów przydatnych w codziennych zajęciach.<br><br><h2>WNĘTRZE</h2>Otwarta przestrzeń pod blatem wręcz zaprasza do eksperymentów aranżacyjnych. Pojedyncza szuflada jest idealnym schowkiem dla ulubionej książki, instrukcji obsługi sprzętu RTV oraz pilotów. Ciekawe rozwiązanie stanowią również cztery półki otwarte w centralnej części bryły.<br><br><h2>WYKOŃCZENIE</h2>Wysokie nóżki sprawiają, że wizualnie <strong>RTV OPENER</strong> wydaje się lżejsza. <span> </span>Szafka została wykonana z płyty meblowej wykończonej laminatem, środkowym elementom pokrytym folią, w postaci półek oraz pojedynczej szuflady zostało nadane ciepłe wybarwienie dębu kolonialnego.</div></div>"
1;Regał MAURO 38,2x38,2 cm dębowy;nowoczesny;107,10;1;96;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><p><strong>Regał MAURO</strong> to minimalistyczna bryła. Sprawdzi się w małych wnętrzach lub może być podstawą większej kombinacji, kiedy zmienią się Twoje potrzeby.</p><p><br></p><p>Regał sprawdzi się jako półka na książki i czasopisma w kąciku do czytania.</p><p><br></p><p>Możesz ustawić na nim kwiaty lub stylowe dekoracje.</p><p><br></p><p>Regał MAURO wykorzystasz również jako szafkę nocną w minimalistycznych, loftowych lub industrialnych wnętrzach. Na blacie umieścisz lampkę nocną i odłożysz telefon.</p><p><br><br><strong>Wnęka ma wymiary: 33x33 cm.</strong></p><p><br></p><p><strong>WYKOŃCZENIE</strong></p><ul><li class=""ui-draggable"">Korpus mebla jest wykonany z płyty meblowej i wykończony folią.</li><li class=""ui-draggable"">Powierzchnię płyty foliowanej bardzo łatwo utrzymać w czystości – wystarczy miękka, zwilżona ściereczka.</li><li class=""ui-draggable"">Regał MAURO MXXR011 występuje w czterech wariantach kolorystycznych: czarnym, białym, szarym i dębowym.</li></ul></div></div>"
1;Szafka RTV HAVANNA 2D;nowoczesny;699,;1;14;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><p style=""text-align: justify;""><strong>Szafka RTV HAVANNA</strong> to nieskomplikowany mebel o prostej bryle, nawiązujący stylistycznie do lat 60 czy 70 ubiegłego wieku, kiedy geometryczne kształty weszły na salony. </p><p style=""text-align: justify;"">Modernistyczne nawiązania odnaleźć można również we współczesnym designie, stąd szafka dobrze wkomponuje się zarówno we wnętrza nowoczesne, jak i w stylu vintage.</p><p style=""text-align: justify;""> Mebel będzie świetnie pełnił funkcję podstawy pod telewizor, uzupełniając umeblowanie pokoju wypoczynkowego.</p><p style=""text-align: justify;""><br></p><h2 style=""text-align: justify;"">WNĘTRZE</h2><p style=""text-align: justify;"">Za dwoma otwieranymi frontami znajdują się półki, na których umieścisz swoją kolekcję muzyczną czy filmową. Wnęka pośrodku szafki to doskonałe miejsce na dekoder czy kolorowe magazyny.</p><p style=""text-align: justify;""><br></p><h2 style=""text-align: justify;"">WYKOŃCZENIE</h2><p style=""text-align: justify;"">Szafkę RTV HAVANNA pokryto okleiną imitującą postarzone, dębowe drewno. Jedynymi elementami urozmaicającymi powierzchnię są proste, czarne uchwyty kontrastujące z pokryciem szafki.</p><p style=""text-align: justify;""><br></p><p style=""text-align: justify;"">Wymiary wnęki - szerokość 52,5 cm, głębokość 40 cm, wysokość 13 cm (22,5 cm górna).</p></div>"
1;Komoda SAINT TROPEZ STZK241B z oświetleniem;nowoczesny;1979,10;1;96;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;""><strong>Nowoczesna komoda</strong> o nietuzinkowym wyglądzie, która będzie atrakcyjnym akcentem, a jednocześnie zwiększy funkcjonalność wnętrza. </div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Korpus komody wykonany został w ciepłym dekorze dąb sangallo, lekko połyskujące fronty są białe. Eleganckie i stylowe zestawienie kolorów wyeksponowano dzięki punktowemu oświetleniu zamontowanemu na wieńcu mebla. </div><div style=""text-align: justify;""><br></div><div style=""text-align: justify;"">Jej przeznaczeniem może być praktycznie każde pomieszczenie w domu – pokój dzienny, sypialnia, jadalnia czy przedpokój, w zależności od tego, co chcemy w niej przechowywać.</div><p><br></p><p><br></p></div>"
1;Szafka RTV SAINT TROPEZ z oświetleniem;nowoczesny;1124,10;1;19;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Nowoczesna szafka RTV o nietuzinkowym wyglądzie, która będzie atrakcyjnym akcentem, a jednocześnie zwiększy funkcjonalność wnętrza. Korpus szafki wykonany został w ciepłym dekorze dąb sangallo, lekko połyskujące fronty są białe. Eleganckie i stylowe zestawienie kolorów wyeksponowano dzięki punktowemu oświetleniu zamontowanemu na wieńcu mebla.</div></div>"
1;Szafka RTV TULUZA 2S z oświetleniem;nowoczesny;1179,;1;78;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Kolekcja TULUZA</strong> w niebanalny sposób zaaranżuje salon przyciągającymi wzrok, oryginalnymi rozwiązaniami designerskimi. Spokojna biel w połączeniu z ciepłą barwą dąb artisan wniesie do przestrzeni przytulną atmosferę pomieszczenia, w którym można przyjemnie odpocząć i spędzić czas.<br><br><strong>Szafka RTV TULUZA 2S</strong> to mebel, na którym telewizor oraz sprzęt elektroniczny prezentują się z elegancją i dobrze wpasowują w wyposażenie salonu. Pojemne wnęki świetnie nadają się do dyskretnego ustawienia dekoderów i mniejszych sprzętów, a pojemne szuflady zwiększą przestrzeń przechowywania dodatkowych akcesoriów. Oświetlenie ledowe podkreśla ciepłą elegancję mebla.</div><div align=""justify""><br></div><div align=""justify"">Wymiary wnęki - szerokość 106,5 cm (55 cm prawej), głębokość 36 cm, wysokość 16 cm.<br><br><h2>WNĘTRZE</h2>● Szeroki blat szafki o wymiarach <strong>53,9x163,2 cm</strong> świetnie sprawdzi się jako przestrzeń do postawienia telewizora;<br>● <strong>Dwie otwarte półki</strong> szafki idealnie nadają się do przechowywania sprzętu RTV;</div><div align=""justify"">● <strong>Dwie szuflady</strong> zamontowane są na prowadnicach z hamulcem, co zapobiega głośnemu trzaskaniu podczas nieuważnego zamykania;<br><br><h2>WYKOŃCZENIE</h2>● Korpus szafki oraz półki wykonane są z <strong>płyty meblowej</strong> i wykończone <strong>folią</strong>, dzięki czemu mebel jest wytrzymały i odporny na wilgoć;<br>● W standardzie jest oświetlenie na froncie szafki pięknie podkreślające linię podziału w kolorze dębu artisan. <strong>Za dopłatą można doposażyć mebel w dwa punkty oświetlenia w otwartych wnękach</strong>;<br>● Elegancję szafki podkreślają<strong> chromowe, połyskujące uchwyty</strong>;<br>● Dyskretne <strong>nóżki-ślizgacze</strong> z tworzywa sztucznego ułatwiają przesuwanie szafki minimalizując ryzyko zarysowania podłogi.</div></div>"
1;Komoda TEMPRA 2 2D2S T2KK20-D30F;nowoczesny;359,;1;70;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Kolekcja TEMPRA 2</strong> to doskonałe dopełnienie dla nowoczesnych wnętrz salonu, gabinetu oraz pokoju młodzieżowego.<br><br>Cechuje ją również duża funkcjonalność. Większość brył ma zamkniętą budowę, pełną półek, które umożliwiają dobrą organizację dla ubrań, dokumentów oraz potrzebnych drobiazgów - przez to doskonale nadają się do wnętrz kameralnych oraz przestrzeni związanej z pracą.<br><br>Doskonałym przykładem wykorzystania tej przestrzeni jest model komody wyposażony w <em class=""oblique""><strong>2 drzwi oraz 2 szuflady</strong></em>, w całości wykonany z płyty meblowej i wykończony folią.<br><br>Jasna kolorystyka w tonacji <em class=""oblique""><strong>dębu sonoma</strong></em> wprowadza do pomieszczenia naturalny charakter oraz świetnie komponuje się ze skandynawskimi kompozycjami z zakresu wystroju wnętrza.<br><br>Poszczególne bryły kolekcji <strong>TEMPRA 2</strong> można zestawiać z wnętrzami w odcieniach bieli, szarości, a także uzupełnić o ozdoby i dodatki w bardziej intensywnej kolorystyce.<br><br><h2>WNĘTRZE i WYKOŃCZENIE</h2>Komoda <strong>TEMPRA 2</strong> posiada zamykane szafki z półkami oraz szuflady. Została wykonana z płyty meblowej, pokrytej folią. </div><div align=""justify""><br></div><div align=""justify"">Całość jest utrzymana w jasnej tonacji kolorystycznej <em class=""oblique""><strong>dąb sonoma</strong></em>. Uchwyty zostały wykonane z tworzywa. Są niewielkie i ładnie uzupełniają front mebla.</div><p><br></p></div>"
1;Komoda YOOP YPK-23;nowoczesny;602,10;1;16;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Komoda z kolekcji młodzieżowej w pięknej kolorystyce dębu sonoma, przełamanej wstawkami w dekorze antracytu świetnie wpisze się w aranżacją pokoju nastolatka. Uniwersalna kolorystyka sprawia, że pasuje niemal do każdego wnętrza. Ciepły odcień dębu rozjaśni pomieszczenie i sprawi, że będzie ono bardziej przytulne. </div></div>"
1;Szafka RTV biała z szufladami SNOW;nowoczesny;839,20;1;2;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Szafka RTV <strong>SNOW</strong> w kolorze białym idealnie wpisze się w każde wnętrze. Prosta forma mebla została otoczona pogrubioną ramą, która nadaje mu geometryczną formę. Biel świetnie komponuje się ze wszystkimi kolorami, co daje nieskończone możliwości w tworzeniu własnych aranżacji. </div><p><br></p></div>"
1;Komoda TIZIANO trzydzwiowa;nowoczesny;1844,10;1;89;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Nowoczesna komoda o nietuzinkowym wyglądzie, która będzie atrakcyjnym akcentem, a jednocześnie zwiększy funkcjonalność wnętrza. Korpus w kolorze dąb antyczny łączy się z frontami w beżowym połysku. Takie oryginalne wybarwienie świetnie komponuje się z innymi kolorami, więc możliwość tworzenia własnych aranżacji jest niemal nieograniczona. To mebel dla osób, które cenią funkcjonalność połączoną z ciekawym designem. Jej przeznaczeniem może być niemal każde pomieszczenie w domu.</div></div>"
1;Komoda TEMUZZA 2D;nowoczesny;229,;1;18;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><p><strong>Komoda TEMUZZA</strong> to funkcjonalny mebel, który idealnie uzupełni aranżację domu lub biura.</p><p><br></p><p>Prosty design oraz klasyczna, biała barwa sprawiają, że komoda wpasuje się w jasne wnętrza, stając się naturalnym elementem wyposażenia.</p><p><br></p><p>Kompaktowe wymiary komody sprawiają, że to idealny mebel uzupełniający w domu, w którym gromadzi się wiele akcesoriów.</p><p>Idealnie nada się do przechowywania zapasowej pościeli i ubrań, ale także butów, akcesoriów łazienkowych, dokumentów.</p><p><br></p><p><strong>Uchwyty w srebrnym kolorze</strong> odznaczają się prostą, minimalistyczną stylistyką.</p><p><br></p><h2><strong>WNĘTRZE</strong></h2><ul><li class=""ui-draggable"">Wnętrze komody dzieli się na <strong>3 wnęki</strong>.</li><li class=""ui-draggable"">Rozmiary wnęk można dopasować do własnych potrzeb, umieszczając półkę na pożądanej wysokości.</li></ul></div></div>"
1;Szafka RTV TIZIANO;nowoczesny;1169,10;1;7;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Stylowa szafka RTV wykonana w dekorze dąb antyczny, idealnie odwzorowującym strukturę usłojenia drewna. Fronty zostały wykonane w beżowym połysku. Rolę uchwytów pełnią oryginalnie frezowane fronty. Szafka pochodzi z kolekcji nowoczesnych mebli Tiziano. Nad szufladami znajduje się miejsce na sprzęt audio-wideo. To doskonały wybór do pokoju dziennego.</div></div>"
1;Komoda TIZIANO;nowoczesny;1349,10;1;53;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div class=""m-article""><div class=""m-article_header""><div class=""m-article_title s-pageTitle g-pb20""><h2><br></h2></div></div></div><div align=""justify""><strong>Nowoczesna komoda</strong> o nietuzinkowym wyglądzie, która będzie atrakcyjnym akcentem, a jednocześnie zwiększy funkcjonalność wnętrza. Korpus w kolorze dębu antycznego łączy się z frontami w beżowym połysku. </div><div align=""justify""><br></div><div align=""justify"">Takie oryginalne wybarwienie świetnie komponuje się z innymi kolorami, więc możliwości tworzenia własnych aranżacji są niemal nieograniczone. </div><div align=""justify""><br></div><div align=""justify"">To mebel dla osób, które cenią funkcjonalność połączoną z ciekawym designem. Jej przeznaczeniem może być niemal każde pomieszczenie w domu.</div><div align=""justify""><br></div><div align=""justify""><br><div class=""m-article""><div class=""m-article_header""><div class=""m-article_title s-pageTitle g-pb20""><h2>WNĘTRZE</h2></div></div></div>We wnętrzu znajdują się cztery półki, w których bez problemu schowasz, co tylko zechcesz – od biżuterii po ubrania. </div><div align=""justify""><br><br><div class=""m-article""><div class=""m-article_header""><div class=""m-article_title s-pageTitle g-pb20""><h2>WYKOŃCZENIE</h2></div></div></div>Fronty wykonano z płyty MDF i wykończono folią PCV. Charakterystycznym elementem kolekcji są niestandardowe uchwyty, które świetnie komponują się z całością.<br><br><h2> </h2></div></div>"
1;Komoda LOCARNO LCRK221;nowoczesny;669,;1;28;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Komoda Locarno</strong> to połączenie funkcjonalności z nowoczesnym designem. </div><div align=""justify""><br></div><div align=""justify"">Jasna kolorystyka Dębu Nelson została przełamana <strong>ryflowanymi wstawkami</strong> w głębokim odcieniu szarości, które są znakiem rozpoznawczym całej kolekcji. </div><div align=""justify""><br></div><div align=""justify"">Subtelnie zaokrąglone fronty dodają bryłom uroku a poziome srebrne uchwyty podkreślają nowoczesny charakter mebli.</div><p><br></p><p><br></p><h2>WNĘTRZE</h2><p><br></p><div align=""justify"">Wewnątrz znajdują się pojemne półki, które pomogą w rozmieszczeniu rzeczy.</div><p><br></p><p><br></p><h2>WYKOŃCZENIE</h2><p><br></p><div align=""justify"">Górna i dolna część drzwi oraz ryflowana wstawka zostały wykonane z płyty MDF. </div><div align=""justify""><br></div><div align=""justify"">Srebrne uchwyty świetnie prezentują się na tle dekoru dębowego tworząc przyjemny, nowoczesny akcent.</div></div>"
1;Komoda HEY HEYK221-C230;nowoczesny;602,10;1;51;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div align=""justify""><strong>Komoda HEY</strong> z programu do pokoju młodzieżowego to połączenie dwóch nowoczesnych i popularnych kolorów. Dzięki temu łatwo je łączyć z innymi meblami lub dobrać odpowiednie dodatki. </div><div align=""justify""><br></div><div align=""justify"">Komoda w wersji z jedną szufladą i półką będzie doskonała na wszystkie drobiazgi lub ubrania. Konstrukcja komody pozwoli na zastosowanie jej nie tylko w pokoju młodzieżowym, ale w każdym innym pomieszczeniu. </div><div align=""justify""><br></div><div align=""justify"">Solidne uchwyty imitujące kolor aluminium podkreślają nowoczesny charakter i przyciągają uwagę, pozwalają na swobodne otwieranie szuflad. Front komody jak i blat został pozbawiony tradycyjnych prostych linii co tworzy ciekawą bryłę geometryczną.</div><div align=""justify""><br><br><h2>WNĘTRZE</h2>Komoda wyposażona jest w szufladę, wysuwaną za pomocą prowadnicy kulkowej i półkę. </div><div align=""justify""><br><br><h2>WYKOŃCZENIE</h2>Mebel jest wykonany z płyty meblowej pokrytej laminatem oraz płyty i listew MDF pokrytych folią cechującymi się trwałością i łatwością w utrzymaniu czystości. </div></div>"
1;Szafka RTV TIZIANO;nowoczesny;899,10;1;73;"<div class=""widget text_editor clearfix2"" style=""width: 100%; height: 100%;""><div style=""text-align: justify;"">Stylowa szafka RTV wykonana w dekorze dąb antyczny, idealnie odwzorywującym strukturę usłojenia drewna. Fronty zostały wykonane w beżowym połysku. Rolę uchwytów pełnią oryginalnie wyfrezowane fronty. Szafka pochodzi z kolekcji nowoczesnych mebli Tiziano. Nad szufladami znajduje się miejsce na sprzęt audio-wideo. To doskonały wybór do pokoju dziennego.</div></div>"
